,UNITID,X,X.2,X.1,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS.y,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6,Institution.Name,INSTSIZE..HD2010.,RET_PCF..EF2010D.,GRRTTOT..DRVGR2010.,GRRTM..DRVGR2010.,GRRTW..DRVGR2010.,F1TUFEFT..DRVF2010.,F1STAPFT..DRVF2010.,F1LCAPFT..DRVF2010.,F1PGGCFT..DRVF2010.,F2TUFEFT..DRVF2010.,F2PGGCFT..DRVF2010.,F1INSTPC..DRVF2010.,F1ACSPPC..DRVF2010.,F1STSVPC..DRVF2010.,F1INSUPC..DRVF2010.,F2INSTPC..DRVF2010.,F2ACSPPC..DRVF2010.,F2STSVPC..DRVF2010.,F1ENDMFT..DRVF2010.,F2ENDMFT..DRVF2010.,ENDOW,ExpIn,GiftRev,TotalRev,Rating,HIGHDEG
4636,442426,4636,4660,4660,2340501,23405,St Louis College of Health Careers-Fenton,Fenton,MO,www.slchc.com,www.saintlouishealthcareers.com/npcalc.htm,0,1,3,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,301,0.7342,0.186,0.01,0.0033,0.0033,0,0.0066,0,0.0565,0.1827,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719,NA,0.8421,NA,NA,0.5065,0.5349,9500,105.469475,0.296568628,NA,0.86935,21900,0.324902713,St Louis College of Health Careers-Fenton,1,87,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6229226233,2
4639,442578,4639,4664,4664,464602,4646,Minnesota School of Business-Plymouth,Plymouth,MN,www.msbcollege.edu/,www.msbcollege.edu/MSBNetPriceCalculator/npcalc.htm,0,2,3,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0106,0,0,0,0,0,0,0.0213,0,0,0,0,0,0,0,0.1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5426,0.2979,0,0,184,0.7663,0.0489,0.0326,0.0272,0.0109,0,0.0272,0,0.087,0.4239,1,NA,23788,NA,NA,NA,NA,NA,23224,21081,27763,26424,NA,0.5222,0,NA,1,NA,0.7481,0.6263,31061.5,344.8463261,0.621832669,0.491540678,NA,35700,0.565576613,Minnesota School of Business-Plymouth,1,33,27,17,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7393284646,3
4640,442602,4640,4665,4665,2100612,21006,Carrington College-Albuquerque,Albuquerque,NM,www.carrington.edu,carrington.edu/financial-aid/net-price-calculator/carrington-college/,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,647,0.2427,0.0263,0.5162,0.017,0.1607,0.0015,0.0201,0,0.0155,0.1577,1,NA,25575,NA,NA,NA,NA,NA,25254,24644,27712,NA,28595,0.6582,NA,0.8197,NA,NA,0.5653,0.5981,9500,105.469475,0.475178297,NA,0.674319266,26200,0.432048112,Carrington College-Albuquerque,2,71,68,56,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6388304004,2
4643,442639,4643,4668,4668,3218301,32183,University of the Potomac-VA Campus,Vienna,VA,www.potomac.edu/,potomac.studentaidcalculator.com/survey.aspx,1,3,3,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571,0,0,26,0.1923,0.6538,0.0769,0.0385,0,0,0.0385,0,0,0,1,NA,14562,NA,NA,NA,NA,NA,14562,NA,NA,NA,NA,0.3158,0.75,NA,NA,NA,0.4211,0.9259,30500,338.612525,0.422,NA,NA,65400,0.74850297,University of the Potomac-VA Campus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5555167743,3
4645,442718,4645,4670,4670,405718,4057,National American University-Overland Park,Overland Park,KS,www.national.edu/locations/kansas/overland-park,www.national.edu/net_price_calculator,0,2,3,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0455,0.0227,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682,0,0,0,0,0,0,0,0.6818,0.1364,0,0,470,0.4894,0.3298,0.066,0.0234,0.0064,0,0.083,0,0.0021,0.8128,1,NA,18330,NA,NA,NA,NA,NA,18330,NA,NA,NA,NA,0.7314,0.6667,NA,0.3684,NA,0.8947,0.8128,34486,382.8652963,0.483529767,0.105260526,NA,37800,0.573895574,National American University-Overland Park,1,63,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7027361252,3
4648,442745,4648,4673,4673,2326303,23263,Medvance Institute-West Palm,Palm Springs,FL,www.Fortis.edu,www.fortis.edu/consumer-information.aspx,0,1,3,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9773,0,0,0,365,0.1781,0.3288,0.1945,0.0192,0.0055,0.0027,0.0192,0,0.2521,0,1,NA,19646,NA,NA,NA,NA,NA,19296,19399,24634,25314,18614,0.7148,NA,0.6832,NA,NA,0.631,0.5507,9500,105.469475,0.477781605,NA,0.589649104,23200,0.436151087,Medvance Institute-West Palm,1,62,64,62,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6562225208,2
4649,442781,4649,4674,4674,3784400,37844,Tohono O'Odham Community College,Sells,AZ,www.tocc.edu,www.tocc.edu,0,1,1,43,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222,0,0,184,0.0435,0.0272,0.0109,0,0.8859,0.0054,0.0272,0,0,0.6033,1,4194,NA,4194,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3894,NA,0.4231,NA,0.1538,0,0.5638,NA,NA,NA,NA,NA,NA,0.641025662,Tohono O'Odham Community College,1,33,25,NA,25,NA,NA,NA,NA,1277,1493,NA,NA,NA,NA,6,3,6,NA,1101,1101,6,1493,2770,0.9729440263,2
4650,442790,4650,4675,4675,907905,9079,Everest College-Dallas,Dallas,TX,www.everest.edu/campus/dallas,www.Everest.edu/npc,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875,0,0,0,0,0,0,0,0.827,0.0532,0,0,1071,0.0831,0.4977,0.3184,0.0047,0.0112,0.0009,0.0458,0,0.0383,0.1699,1,NA,25489,NA,NA,NA,NA,NA,25229,25727,29577,30277,NA,0.808,NA,0.4602,NA,0.2222,0.6714,0.4697,9500,105.469475,0.283499898,NA,0.418720481,24900,0.425673038,Everest College-Dallas,2,53,30,19,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6856161852,2
4654,442879,4654,4679,4679,3593300,35933,Southwest Institute of Healing Arts,Tempe,AZ,SWIHA.EDU,www.swiha.edu/prospective-students/financial-assistance.html,0,1,3,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.2532,0,0,0,0,0.1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6414,0,0,0,1062,0.742,0.0621,0.1158,0.0169,0.0151,0.0047,0.0047,0,0.0386,0,1,NA,32286,NA,NA,NA,NA,NA,31869,32263,32611,33668,33668,0.2616,NA,0.8653,NA,NA,0.6434,0.8493,7917,87.89492985,0.728476821,NA,0.695335047,NA,0.436090231,Southwest Institute of Healing Arts,2,87,88,89,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7241128648,2
4657,442930,4657,4682,4682,3427500,34275,University of Antelope Valley,Lancaster,CA,www.uav.edu/index.aspx?page=288,www.uav.edu/index.aspx?page=288,0,1,3,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.162,0,0,0.0132,0,0,0.0075,0,0,0,0,0,0,0.0433,0.0169,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0.6045,0.0565,0,0,793,0.3001,0.2005,0.4515,0.0202,0.0063,0.0088,0,0,0.0126,0,1,NA,17436,NA,NA,NA,NA,NA,17072,17037,19179,21679,NA,0.6026,0.7347,NA,NA,NA,0.5281,0.3657,9286,103.0936363,0.324568611,0.484925435,NA,NA,0.402247191,University of Antelope Valley,1,71,74,69,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6659422151,2
4658,442949,4658,4683,4683,3668300,36683,Birthingway College of Midwifery,Portland,OR,www.birthingway.edu,www.birthingway.edu/about-us/consumer-information/financial-information-and-financial-assistance.htm,0,3,2,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,0.8507,0,0.0149,0.0299,0.0149,0,0.0149,0,0.0746,0.5224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4111,NA,NA,NA,NA,0.6444,0.7805,NA,NA,NA,NA,NA,NA,NA,Birthingway College of Midwifery,1,NA,NA,NA,NA,NA,NA,NA,NA,16750,375,NA,NA,NA,NA,14,23,14,NA,NA,NA,14,375,17125,1,3
4676,443331,4676,4701,4701,3698300,36983,West Coast University-Los Angeles,North Hollywood,CA,westcoastuniversity.edu/campuses/los-angeles.html,westcoastuniversity.edu/admissions/financial-aid.html,0,3,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1374,0.3122,0.0328,0.2038,0.3734,0.0051,0.0233,0.0342,0.0051,0.0102,0.0466,1,NA,39695,NA,NA,NA,NA,NA,35368,NA,41318,41318,41318,0.4249,0.8333,NA,NA,NA,0.7646,0.5306,33832,375.6045556,0.927737226,0.8542,NA,NA,0.925531924,West Coast University-Los Angeles,1,95,11,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8344401294,3
4677,443340,4677,4702,4702,3513500,35135,Williamson Christian College,Franklin,TN,www.williamsoncc.edu,www.williamsoncc.edu,0,3,2,13,0,0,0,0,0,0,0,0,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222,0,0,72,0.6944,0.0694,0.0278,0.2083,0,0,0,0,0,0.0139,1,NA,15874,NA,NA,NA,NA,NA,NA,14011,NA,17737,NA,0.4805,0.25,NA,NA,NA,0.4156,0.5694,NA,NA,NA,NA,NA,NA,NA,Williamson Christian College,1,50,50,0,100,NA,NA,NA,NA,4576,1567,NA,NA,NA,NA,17,9,12,NA,NA,NA,17,1567,6143,0.9188320788,3
4678,443377,4678,4703,4703,2174401,21744,Triangle Tech Inc-Sunbury,Sunbury,PA,www.triangle-tech.edu,www.triangle-tech.edu,0,2,3,41,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4833,0,0.5167,0,0,0,0,0,0,105,0.8952,0,0.0571,0,0.019,0,0.0286,0,0,0,1,NA,19150,NA,NA,NA,NA,NA,17992,16621,18931,23280,21015,0.6168,NA,0.8525,NA,NA,0.8318,0.1429,12000,133.2246,0.673704415,NA,0.762237762,35800,0.650246322,Triangle Tech Inc-Sunbury,1,81,90,89,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584523072,2
4680,443438,4680,4705,4705,3480301,34803,Fortis Institute-Fort Lauderdale,Lauderdale Lakes,FL,www.fortis.edu,www.fortisedu.info/,0,1,3,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.0337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9663,0,0,0,214,0.1308,0.6682,0.1449,0.0047,0.0047,0,0.0234,0,0.0234,0,1,NA,27760,NA,NA,NA,NA,NA,27744,27534,28772,NA,NA,0.9886,NA,0.48,NA,NA,1,0.5841,9908.5,110.0046624,0.430940432,NA,0.624351331,NA,0.468409598,Fortis Institute-Fort Lauderdale,1,90,59,61,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7645026048,2
4681,443492,4681,4706,4706,4038500,40385,Pierpont Community and Technical College,Fairmont,WV,www.pierpont.edu/,pierpont.studentaidcalculator.com,0,2,1,32,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0437,0.0529,0.0092,0,0.0598,0.0161,0.046,0.023,0,0.2207,0,0,0,0,0.0069,0,0,0,0,0.0391,0,0.0391,0,0,0,0.0184,0,0,0.0322,0.3218,0.0713,0,0,2108,0.8278,0.102,0.0209,0.0047,0.0028,0.0019,0.0261,0.0005,0.0133,0.1902,1,9045,NA,8102,8967,10637,11880,12487,NA,NA,NA,NA,NA,0.519,NA,0.3843,NA,0.3286,0.586,0.2993,14975,166.2531988,0.37309417,NA,0.1614475,NA,NA,Pierpont Community and Technical College,2,47,6,3,9,2210,4040,0,223,NA,NA,43,14,7,13,NA,NA,NA,NA,NA,NA,43,223,6473,0.8447700676,2
4682,443526,4682,4707,4707,732950,7329,ITT Technical Institute-Duluth,Duluth,GA,www.itt-tech.edu,www.itt-tech.edu/npc,0,2,3,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.4545,0,0,0,0.2032,0,0,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2406,0,0,0,0,0,0,0.0267,0,0.0481,0,0,591,0.2978,0.4569,0.1354,0.0288,0.0102,0,0.0305,0,0.0406,0.2064,1,NA,22988,NA,NA,NA,NA,NA,21532,24411,26059,27093,NA,0.7402,NA,NA,NA,NA,0.8081,0.7479,25833.5,286.8048087,0.394119686,0.267244828,NA,38400,0.591855824,ITT Technical Institute-Duluth,1,NA,33,34,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6974391423,3
4683,443535,4683,4708,4708,10732917,7329,ITT Technical Institute-Hilliard,Hilliard,OH,www.itt-tech.edu,www.itt-tech.edu/npc,0,2,3,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.2188,0,0,0,0.2422,0,0,0.0469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1484,0,0,0,0,0,0,0.0391,0.1953,0.1094,0,0,322,0.6801,0.1863,0.0311,0.0217,0.0124,0,0.0404,0,0.028,0.3106,1,NA,21784,NA,NA,NA,NA,NA,20138,23991,25377,26344,NA,0.7106,NA,NA,NA,NA,0.8306,0.7702,25833.5,286.8048087,0.394119686,0.273114352,NA,38400,0.591855824,ITT Technical Institute-Hilliard,1,NA,28,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7028503371,2
4686,443623,4686,4712,4712,3022601,30226,Le Cordon Bleu College of Culinary Arts-Atlanta,Tucker,GA,www.chefs.edu/atlanta,chefs.studentaidcalculator.com,0,1,3,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0.1489,0.6173,0.0487,0.0235,0.0009,0.0009,0.0325,0,0.1273,0,1,NA,15249,NA,NA,NA,NA,NA,14269,15796,17425,18860,19246,0.6775,NA,0.7633,NA,NA,0.794,0.6264,15042,166.9970361,0.530003352,NA,0.533092308,28900,0.479654759,Le Cordon Bleu College of Culinary Arts-Atlanta,2,83,60,58,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6607902936,2
4688,443650,4688,4714,4714,2614203,26142,Miller-Motte Technical College-Chattanooga,Chattanooga,TN,www.miller-motte.edu,miller-mottetech.studentaidcalculator.com/survey.aspx,0,1,3,12,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395,0,0,0,0,0,0,0,0.7036,0.0435,0,0,442,0.7466,0.1403,0.0633,0,0.0045,0,0.009,0,0.0362,0.3778,1,NA,20780,NA,NA,NA,NA,NA,20780,NA,NA,NA,NA,0.8194,NA,0.75,NA,0.375,0.8307,0.5566,22091,245.2553866,0.400491865,NA,0.595940404,22800,0.352101803,Miller-Motte Technical College-Chattanooga,1,54,52,50,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7278828876,2
4690,443687,4690,4716,4716,3072702,30727,Westwood College-Chicago Loop,Chicago,IL,www.westwood.edu,ccc.westwood.edu,0,3,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.024,0.16,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,0,0,0,0,0,0.12,0.072,0.224,0,0,417,0.0528,0.5588,0.0456,0.012,0.0096,0,0.0624,0,0.259,0.1823,1,NA,24780,NA,NA,NA,NA,NA,24780,NA,NA,NA,NA,0.8657,0.3125,NA,NA,NA,0.8574,0.6978,37655.5,418.0532438,0.367414796,0.317343911,NA,32200,0.443447024,Westwood College-Chicago Loop,1,19,22,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7559756272,3
4699,443854,4699,4725,4725,481102,4811,Everest College-Arlington,Arlington,TX,www.everest.edu/campus/arlington_mid_cities_,www.Everest.edu/npc,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0.13,0,0,0,0,0.5325,0.045,0,0,643,0.1602,0.4588,0.325,0.0109,0,0.0047,0.0264,0,0.014,0.0638,0,NA,22554,NA,NA,NA,NA,NA,22261,23084,24697,27697,NA,0.7267,NA,0.7083,NA,0.4,0.5603,0.5272,10944,121.5008352,0.228588481,NA,0.606023374,23400,0.337536365,Everest College-Arlington,1,62,50,33,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6770322108,2
4703,444088,4703,4729,4729,2218808,22188,Brookline College-Albuquerque,Albuquerque,NM,www.brooklinecollege.edu,www.brooklinecollege.studentaidcalculator.com/survey.aspx,0,1,3,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1318,0,0,0,0,0,0,0,0.7209,0.1124,0,0,272,0.0662,0.0515,0.7537,0.0037,0.1103,0.0037,0.0074,0.0037,0,0,1,NA,23955,NA,NA,NA,NA,NA,23901,23276,26479,27459,NA,0.7701,0.4444,NA,NA,NA,0.6336,0.5331,9500,105.469475,0.229979879,0.394195768,NA,22300,0.321246445,Brookline College-Albuquerque,1,59,28,22,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6510073735,2
4707,444167,4707,4733,4733,467317,4673,Baker College of Allen Park,Allen Park,MI,www.baker.edu,www.baker.edu/departments/finaid/NetPrice/npcalc.htm,0,2,2,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.0113,0,0.1,0,0.0038,0,0.0113,0,0.1321,0.0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094,0,0,0,0,0,0,0.0113,0.4792,0.2283,0,0,3761,0.5629,0.3183,0.0675,0.0088,0.0035,0.0024,0.0367,0,0,0.4589,1,NA,13095,NA,NA,NA,NA,NA,12663,12999,14083,16842,16553,0.7082,0.3333,NA,0.4545,NA,0.7444,0.6155,24314.5,269.9407947,0.522786628,0.112382482,NA,26500,0.425499767,Baker College of Allen Park,2,30,16,9,18,NA,NA,NA,NA,7191,12,NA,NA,NA,NA,40,8,16,NA,4119,4119,40,12,7203,0.724715056,3
4709,444219,4709,4735,4735,3871300,38713,Folsom Lake College,Folsom,CA,www.flc.losrios.edu/,www.flc.losrios.edu/about/net-price-calculator,0,2,1,13,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.0158,0,0.0215,0,0,0,0.0056,0,0.0768,0,0.0045,0.4678,0,0.0215,0.0102,0,0.1785,0.0034,0,0,0.0011,0,0.0407,0.0407,0.0102,0.0011,0,0,0,0,0.0023,0,0.0983,0,0,7396,0.6374,0.0254,0.1529,0.0887,0.0087,0.0061,0.0492,0.0028,0.0288,0.7411,1,9030,NA,8991,15048,NA,NA,NA,NA,NA,NA,NA,NA,0.1926,NA,0.7395,NA,0.4669,0.0311,0.3719,NA,NA,0.446808511,NA,0.343351647,NA,0.41127348,Folsom Lake College,3,71,25,24,26,647,3420,1209,0,NA,NA,43,12,14,14,NA,NA,NA,NA,NA,NA,43,NA,5276,0.9729440263,2
